transaction_id,customer_id,transaction_date,transaction_amount,payment_mode,channel,gender,age,city,customer_segment,signup_date,value_segment,year_month
TXN508746,CUST100563,29-07-2024,2604.66,Debit Card,Mobile App,Male,57,Delhi,Mid Value,06-11-2022,High Value,2024-07
TXN508747,CUST100048,15-07-2023,1796.98,Credit Card,Mobile App,Female,51,Bengaluru,Mid Value,07-11-2022,Mid Value,2023-07
TXN508748,CUST101029,26-01-2024,2601.51,UPI,Mobile App,Male,24,Chennai,Low Value,16-05-2023,Low Value,2024-01
TXN508749,CUST100378,11-03-2023,820.84,Debit Card,Mobile App,Female,61,Mumbai,Mid Value,04-06-2023,Mid Value,2023-03
TXN508750,CUST101417,23-11-2024,3301.14,Credit Card,Mobile App,Male,27,Mumbai,High Value,09-09-2024,Low Value,2024-11
TXN508751,CUST101909,04-09-2023,1190.59,Credit Card,Website,Male,23,Bengaluru,Mid Value,04-06-2023,Mid Value,2023-09
TXN508752,CUST100223,25-11-2023,4947.24,Debit Card,Mobile App,Female,51,Mumbai,Low Value,11-01-2023,Low Value,2023-11
TXN508753,CUST101046,07-06-2023,241.62,Credit Card,Mobile App,Male,34,Delhi,Mid Value,02-05-2024,Mid Value,2023-06
TXN508754,CUST101007,28-11-2024,1457.97,Wallet,Mobile App,Male,51,Mumbai,High Value,14-09-2022,Mid Value,2024-11
TXN508755,CUST100656,07-08-2024,506.75,Credit Card,Mobile App,Male,54,Hyderabad,Low Value,11-01-2022,Mid Value,2024-08
TXN508756,CUST100109,24-02-2023,1329.16,Debit Card,Mobile App,Male,24,Mumbai,High Value,20-07-2024,High Value,2023-02
TXN508757,CUST100723,30-04-2024,960.5,Debit Card,Website,Male,41,Pune,High Value,31-12-2022,Mid Value,2024-04
TXN508758,CUST101835,31-08-2023,3578.87,Credit Card,Website,Female,50,Pune,Mid Value,02-05-2022,Low Value,2023-08
TXN508759,CUST100552,19-12-2023,402.43,UPI,Mobile App,Male,40,Chennai,Low Value,02-02-2022,Low Value,2023-12
TXN508760,CUST101422,14-02-2024,2008.8,Wallet,Mobile App,Male,31,Mumbai,Low Value,24-04-2024,Low Value,2024-02
TXN508761,CUST101195,27-12-2024,1147.72,UPI,Mobile App,Male,52,Chennai,Mid Value,02-04-2023,Mid Value,2024-12
TXN508762,CUST101005,15-01-2023,1605.93,UPI,Website,Male,43,Hyderabad,Low Value,11-07-2023,Mid Value,2023-01
TXN508763,CUST100697,27-05-2023,2756.99,Credit Card,Website,Female,49,Delhi,High Value,06-08-2022,Mid Value,2023-05
TXN508764,CUST100725,04-05-2024,971.89,Net Banking,Mobile App,Male,42,Hyderabad,Low Value,19-12-2022,High Value,2024-05
TXN508765,CUST100305,17-10-2024,1006.21,UPI,Mobile App,Male,42,Mumbai,Low Value,06-02-2022,Mid Value,2024-10
TXN508766,CUST101587,25-01-2023,200,Credit Card,Website,Male,26,Delhi,High Value,12-09-2022,Low Value,2023-01
TXN508767,CUST101605,02-09-2024,1766.26,Credit Card,Mobile App,Male,48,Chennai,Low Value,04-01-2024,Mid Value,2024-09
TXN508768,CUST101731,21-11-2024,1186.69,UPI,Website,Male,55,Hyderabad,Low Value,15-03-2022,Mid Value,2024-11
TXN508769,CUST100958,29-11-2023,3680.28,UPI,Website,Female,22,Mumbai,Low Value,06-04-2023,High Value,2023-11
TXN508770,CUST100953,23-06-2023,1272.71,Debit Card,Mobile App,Female,34,Chennai,Mid Value,19-05-2023,High Value,2023-06
TXN508771,CUST101174,17-10-2023,7773.68,Wallet,Mobile App,Male,52,Pune,Mid Value,16-01-2023,Mid Value,2023-10
TXN508772,CUST101451,23-07-2024,414.66,UPI,Mobile App,Male,53,Bengaluru,Mid Value,09-10-2024,High Value,2024-07
TXN508773,CUST100620,25-05-2023,683.53,Net Banking,Mobile App,Female,28,Bengaluru,Low Value,24-01-2023,High Value,2023-05
TXN508774,CUST101490,02-05-2023,1094.36,Debit Card,Mobile App,Male,35,Mumbai,Low Value,10-02-2022,Mid Value,2023-05
TXN508775,CUST100629,27-01-2023,411.04,Debit Card,Mobile App,Male,39,Bengaluru,High Value,14-09-2022,Mid Value,2023-01
TXN508776,CUST100876,07-03-2023,7891.27,Credit Card,Mobile App,Female,33,Hyderabad,Mid Value,14-09-2024,High Value,2023-03
TXN508777,CUST101630,11-04-2023,2253.51,UPI,Website,Male,60,Mumbai,High Value,13-07-2022,High Value,2023-04
TXN508778,CUST101791,23-01-2024,200,Credit Card,Mobile App,Female,33,Chennai,Mid Value,30-03-2023,Low Value,2024-01
TXN508779,CUST100555,04-04-2023,1900.71,Debit Card,Mobile App,Female,32,Mumbai,Mid Value,04-04-2024,High Value,2023-04
TXN508780,CUST101971,08-03-2023,3343.61,Wallet,Mobile App,Male,26,Delhi,High Value,17-01-2023,Low Value,2023-03
TXN508781,CUST100066,07-09-2023,200,UPI,Mobile App,Female,33,Hyderabad,Low Value,10-12-2022,Mid Value,2023-09
TXN508782,CUST101179,22-05-2023,1897.65,Wallet,Mobile App,Male,37,Delhi,High Value,08-12-2022,Low Value,2023-05
TXN508783,CUST100834,24-09-2023,1031.59,UPI,Mobile App,Male,60,Chennai,High Value,30-01-2023,Mid Value,2023-09
TXN508784,CUST100205,05-07-2024,1916.25,Net Banking,Mobile App,Male,33,Hyderabad,Low Value,20-09-2023,Low Value,2024-07
TXN508785,CUST100785,03-08-2023,640.56,Debit Card,Website,Male,56,Bengaluru,Mid Value,08-03-2024,High Value,2023-08
TXN508786,CUST100154,03-05-2024,2412.66,Debit Card,Website,Male,54,Hyderabad,Low Value,26-06-2022,High Value,2024-05
TXN508787,CUST101714,10-05-2024,2447.96,Net Banking,Mobile App,Female,36,Delhi,High Value,29-11-2023,Low Value,2024-05
TXN508788,CUST101532,24-04-2024,1706,UPI,Mobile App,Female,62,Mumbai,Mid Value,23-08-2022,High Value,2024-04
TXN508789,CUST101595,04-10-2024,5662.33,Debit Card,Website,Female,41,Mumbai,Low Value,09-07-2022,High Value,2024-10
TXN508790,CUST101097,04-05-2024,5284.79,Wallet,Website,Female,60,Mumbai,Mid Value,18-07-2024,Mid Value,2024-05
TXN508791,CUST101072,01-01-2023,200,Credit Card,Website,Female,31,Chennai,Mid Value,14-05-2024,Mid Value,2023-01
TXN508792,CUST100782,09-01-2023,753.15,Credit Card,Website,Female,24,Mumbai,Mid Value,22-07-2023,High Value,2023-01
TXN508793,CUST101490,15-01-2024,996.52,UPI,Mobile App,Male,35,Mumbai,Low Value,10-02-2022,Mid Value,2024-01
TXN508794,CUST100584,24-05-2023,200,UPI,Mobile App,Female,32,Mumbai,Low Value,02-05-2022,Low Value,2023-05
TXN508795,CUST100707,29-10-2023,1631.47,Debit Card,Mobile App,Female,35,Mumbai,High Value,17-04-2024,Mid Value,2023-10
TXN508796,CUST101934,11-10-2024,200,UPI,Website,Male,38,Mumbai,Mid Value,10-09-2024,High Value,2024-10
TXN508797,CUST100178,21-02-2024,2493.52,UPI,Mobile App,Male,46,Mumbai,Low Value,22-05-2024,High Value,2024-02
TXN508798,CUST101071,28-06-2023,200,UPI,Website,Female,55,Mumbai,High Value,12-07-2023,Mid Value,2023-06
TXN508799,CUST101095,05-10-2023,200,Net Banking,Website,Female,53,Bengaluru,High Value,01-04-2023,Low Value,2023-10
TXN508800,CUST100112,24-05-2023,3947.42,Credit Card,Mobile App,Female,57,Delhi,Mid Value,31-03-2024,Mid Value,2023-05
TXN508801,CUST100756,05-12-2023,640.57,Credit Card,Mobile App,Female,62,Mumbai,Low Value,11-01-2023,High Value,2023-12
TXN508802,CUST100896,03-04-2024,200,UPI,Website,Female,40,Mumbai,Low Value,22-10-2024,Low Value,2024-04
TXN508803,CUST101926,02-12-2024,1121.86,UPI,Website,Male,24,Mumbai,Mid Value,19-11-2023,Mid Value,2024-12
TXN508804,CUST100820,27-11-2023,200,Credit Card,Mobile App,Male,62,Pune,Mid Value,22-10-2024,Mid Value,2023-11
TXN508805,CUST100158,27-09-2023,3053.46,Net Banking,Mobile App,Male,48,Delhi,Mid Value,08-01-2024,Low Value,2023-09
TXN508806,CUST100785,06-07-2023,1499.32,UPI,Mobile App,Male,56,Bengaluru,Mid Value,08-03-2024,High Value,2023-07
TXN508807,CUST101803,27-10-2024,1766.18,UPI,Mobile App,Female,29,Bengaluru,Mid Value,05-08-2023,Mid Value,2024-10
TXN508808,CUST101839,21-06-2023,3076.52,Credit Card,Mobile App,Male,38,Chennai,Mid Value,23-01-2024,High Value,2023-06
TXN508809,CUST101053,08-02-2024,3376.12,Net Banking,Mobile App,Male,41,Bengaluru,Mid Value,23-08-2023,High Value,2024-02
TXN508810,CUST101120,12-04-2024,322.26,Credit Card,Website,Female,63,Pune,Mid Value,12-06-2023,High Value,2024-04
TXN508811,CUST100250,04-09-2023,723.56,UPI,Mobile App,Female,54,Pune,Mid Value,10-03-2024,Low Value,2023-09
TXN508812,CUST101542,06-06-2024,425,Wallet,Website,Female,63,Delhi,Mid Value,05-03-2023,High Value,2024-06
TXN508813,CUST101115,12-07-2024,200,Credit Card,Website,Male,57,Pune,Low Value,12-04-2024,Mid Value,2024-07
TXN508814,CUST100112,21-04-2023,1696.52,Debit Card,Mobile App,Female,57,Delhi,Mid Value,31-03-2024,Mid Value,2023-04
TXN508815,CUST100258,30-10-2023,632.31,UPI,Mobile App,Female,40,Delhi,Mid Value,01-11-2023,Low Value,2023-10
TXN508816,CUST100106,17-04-2024,367.87,Net Banking,Website,Female,29,Pune,Low Value,20-04-2023,High Value,2024-04
TXN508817,CUST100574,19-10-2023,1570.03,UPI,Website,Male,40,Hyderabad,Low Value,24-03-2022,Mid Value,2023-10
TXN508818,CUST101413,09-09-2023,2211.36,Wallet,Mobile App,Female,41,Hyderabad,High Value,17-09-2022,High Value,2023-09
TXN508819,CUST100990,10-08-2024,3253.49,Net Banking,Website,Female,32,Chennai,High Value,20-04-2024,High Value,2024-08
TXN508820,CUST101381,24-06-2023,200,UPI,Website,Female,51,Delhi,Mid Value,12-12-2023,Mid Value,2023-06
TXN508821,CUST101806,19-04-2023,1643.73,UPI,Website,Female,61,Mumbai,High Value,18-12-2024,Mid Value,2023-04
TXN508822,CUST101222,06-12-2023,683.55,Debit Card,Website,Male,41,Mumbai,Mid Value,13-03-2023,Mid Value,2023-12
TXN508823,CUST100426,14-01-2023,10512.53,UPI,Website,Male,61,Delhi,High Value,12-11-2023,Mid Value,2023-01
TXN508824,CUST101501,23-11-2024,375.57,Net Banking,Website,Female,46,Pune,Mid Value,06-11-2024,Mid Value,2024-11
TXN508825,CUST100858,18-11-2023,1267.15,UPI,Mobile App,Female,23,Hyderabad,Low Value,15-10-2022,High Value,2023-11
TXN508826,CUST101872,12-02-2023,7716.36,Debit Card,Website,Male,47,Mumbai,Low Value,01-07-2023,Mid Value,2023-02
TXN508827,CUST101526,05-04-2024,527.23,UPI,Mobile App,Male,41,Pune,Mid Value,06-12-2023,High Value,2024-04
TXN508828,CUST101681,12-04-2023,3617.98,Net Banking,Website,Female,62,Mumbai,High Value,28-05-2024,High Value,2023-04
TXN508829,CUST100917,16-09-2024,612.58,Credit Card,Mobile App,Female,43,Bengaluru,Mid Value,14-12-2023,Low Value,2024-09
TXN508830,CUST101596,05-12-2024,200,Credit Card,Mobile App,Female,44,Chennai,Mid Value,12-12-2023,Mid Value,2024-12
TXN508831,CUST101143,09-01-2023,200,UPI,Website,Male,30,Bengaluru,Mid Value,19-09-2024,Mid Value,2023-01
TXN508832,CUST101596,29-05-2023,6535.81,Debit Card,Website,Female,44,Chennai,Mid Value,12-12-2023,Mid Value,2023-05
TXN508833,CUST101332,04-12-2023,526.66,Credit Card,Mobile App,Male,38,Bengaluru,Mid Value,19-01-2022,Mid Value,2023-12
TXN508834,CUST101561,12-08-2023,759.54,UPI,Website,Female,36,Delhi,Low Value,04-11-2023,High Value,2023-08
TXN508835,CUST100626,20-04-2023,7498.75,Debit Card,Website,Male,24,Hyderabad,High Value,24-05-2022,Mid Value,2023-04
TXN508836,CUST100474,20-12-2023,2356.57,UPI,Mobile App,Male,50,Pune,Low Value,03-12-2023,Mid Value,2023-12
TXN508837,CUST100551,25-03-2023,1473.29,Credit Card,Website,Female,25,Pune,High Value,09-11-2024,Low Value,2023-03
TXN508838,CUST100343,08-07-2024,1257.69,Credit Card,Mobile App,Female,49,Hyderabad,Low Value,29-03-2024,High Value,2024-07
TXN508839,CUST100627,07-03-2023,200,UPI,Website,Female,53,Pune,High Value,16-10-2022,Mid Value,2023-03
TXN508840,CUST100135,23-01-2024,4017.22,UPI,Mobile App,Male,43,Hyderabad,Low Value,25-12-2024,High Value,2024-01
TXN508841,CUST100276,12-09-2024,3158.4,UPI,Mobile App,Male,55,Hyderabad,High Value,17-12-2023,Mid Value,2024-09
TXN508842,CUST101834,05-09-2024,209.17,Credit Card,Mobile App,Female,43,Delhi,Low Value,13-06-2023,Mid Value,2024-09
TXN508843,CUST101556,15-05-2023,959.45,Wallet,Mobile App,Female,39,Mumbai,Low Value,13-04-2023,High Value,2023-05
TXN508844,CUST101922,27-03-2023,4766.07,Debit Card,Website,Female,54,Delhi,Low Value,18-11-2024,Low Value,2023-03
TXN508845,CUST100030,25-03-2023,593.48,Wallet,Website,Male,27,Bengaluru,High Value,14-05-2023,High Value,2023-03
TXN508846,CUST100246,15-08-2023,2078.51,UPI,Website,Male,27,Bengaluru,High Value,28-06-2024,Low Value,2023-08
TXN508847,CUST100410,17-09-2023,1472.47,UPI,Mobile App,Male,59,Bengaluru,Mid Value,21-04-2024,Low Value,2023-09
TXN508848,CUST100026,20-01-2023,3754.56,UPI,Mobile App,Female,43,Delhi,High Value,06-07-2023,High Value,2023-01
TXN508849,CUST100072,04-02-2023,200,Net Banking,Mobile App,Male,22,Mumbai,Low Value,29-01-2022,Low Value,2023-02
TXN508850,CUST101976,18-03-2024,3725.96,Net Banking,Website,Male,33,Hyderabad,Low Value,26-10-2023,Mid Value,2024-03
TXN508851,CUST101120,27-09-2023,320.89,Credit Card,Mobile App,Female,63,Pune,Mid Value,12-06-2023,High Value,2023-09
TXN508852,CUST100672,10-02-2024,200,Credit Card,Website,Female,35,Hyderabad,Mid Value,31-08-2024,High Value,2024-02
TXN508853,CUST101369,22-05-2024,1991.23,Credit Card,Website,Female,26,Delhi,Low Value,15-04-2023,Mid Value,2024-05
TXN508854,CUST100475,31-10-2023,658.39,Wallet,Website,Female,41,Delhi,Low Value,05-07-2024,High Value,2023-10
TXN508855,CUST101323,31-10-2024,2717.85,UPI,Website,Female,32,Bengaluru,High Value,11-08-2022,Mid Value,2024-10
TXN508856,CUST101322,12-10-2023,1395.83,Debit Card,Mobile App,Male,44,Pune,Mid Value,30-08-2023,Low Value,2023-10
TXN508857,CUST100286,01-07-2024,2046.43,UPI,Mobile App,Male,43,Delhi,Low Value,29-03-2023,Low Value,2024-07
TXN508858,CUST101908,29-01-2023,2574.52,UPI,Mobile App,Female,23,Pune,High Value,30-09-2022,Mid Value,2023-01
TXN508859,CUST101472,26-01-2024,5755.88,Credit Card,Website,Male,30,Hyderabad,Low Value,08-06-2024,Mid Value,2024-01
TXN508860,CUST100211,20-02-2024,3810.9,Credit Card,Mobile App,Male,58,Delhi,Low Value,17-08-2023,Low Value,2024-02
TXN508861,CUST101099,22-05-2023,1503.52,Credit Card,Mobile App,Male,48,Bengaluru,Mid Value,17-07-2024,Mid Value,2023-05
TXN508862,CUST100400,07-10-2024,1267.82,UPI,Mobile App,Female,61,Mumbai,Mid Value,08-03-2023,Mid Value,2024-10
TXN508863,CUST100654,17-10-2024,2339.2,Debit Card,Mobile App,Female,39,Bengaluru,Low Value,26-10-2023,Mid Value,2024-10
TXN508864,CUST101057,07-12-2023,2909.52,Debit Card,Mobile App,Male,30,Mumbai,Low Value,29-02-2024,High Value,2023-12
TXN508865,CUST100497,02-09-2023,416.97,Debit Card,Website,Female,32,Hyderabad,High Value,26-03-2024,Mid Value,2023-09
TXN508866,CUST100847,05-01-2023,200,UPI,Website,Female,22,Chennai,High Value,24-07-2022,Low Value,2023-01
TXN508867,CUST101539,24-03-2024,1333.93,UPI,Mobile App,Male,23,Mumbai,Mid Value,14-12-2023,High Value,2024-03
TXN508868,CUST101351,23-09-2023,230.46,Wallet,Website,Female,23,Chennai,High Value,24-01-2022,Low Value,2023-09
TXN508869,CUST100097,05-05-2024,700.62,Credit Card,Website,Female,23,Mumbai,High Value,19-05-2022,Mid Value,2024-05
TXN508870,CUST100365,27-08-2023,1933.47,Credit Card,Mobile App,Male,37,Delhi,High Value,22-02-2024,Mid Value,2023-08
TXN508871,CUST101752,07-09-2023,361.3,Net Banking,Mobile App,Female,49,Bengaluru,Mid Value,05-10-2022,High Value,2023-09
TXN508872,CUST100462,18-10-2023,200,UPI,Mobile App,Female,57,Hyderabad,Mid Value,20-11-2024,Low Value,2023-10
TXN508873,CUST100027,26-06-2024,1779.33,Net Banking,Mobile App,Female,46,Pune,Mid Value,19-11-2022,Mid Value,2024-06
TXN508874,CUST100712,23-09-2024,1381.13,Credit Card,Mobile App,Male,63,Chennai,High Value,09-11-2022,High Value,2024-09
TXN508875,CUST101409,20-03-2023,804.58,Debit Card,Mobile App,Female,63,Delhi,Mid Value,17-06-2023,Mid Value,2023-03
TXN508876,CUST100272,04-06-2024,1391.7,Credit Card,Mobile App,Female,34,Mumbai,Low Value,23-06-2024,Low Value,2024-06
TXN508877,CUST100825,25-03-2024,2531.11,Wallet,Mobile App,Female,44,Pune,Mid Value,04-01-2024,High Value,2024-03
TXN508878,CUST101150,09-07-2024,253.91,UPI,Mobile App,Male,60,Mumbai,High Value,30-03-2022,Low Value,2024-07
TXN508879,CUST100201,24-05-2023,649.65,UPI,Mobile App,Female,60,Delhi,High Value,19-02-2023,High Value,2023-05
TXN508880,CUST101544,30-04-2023,3486.02,UPI,Website,Female,58,Bengaluru,Mid Value,15-12-2022,Low Value,2023-04
TXN508881,CUST101310,18-07-2024,2439.88,UPI,Mobile App,Male,57,Bengaluru,Low Value,31-03-2022,High Value,2024-07
TXN508882,CUST100449,30-07-2024,681.1,Credit Card,Website,Female,33,Delhi,Mid Value,15-03-2023,Mid Value,2024-07
TXN508883,CUST101111,25-06-2023,1117.05,UPI,Mobile App,Male,52,Hyderabad,High Value,21-12-2024,Mid Value,2023-06
TXN508884,CUST101341,11-03-2023,280.61,UPI,Mobile App,Female,35,Hyderabad,Low Value,17-04-2022,Mid Value,2023-03
TXN508885,CUST100018,24-09-2024,642.09,Credit Card,Website,Female,46,Chennai,High Value,17-04-2024,Mid Value,2024-09
TXN508886,CUST101616,22-07-2023,4047.57,Credit Card,Website,Male,37,Delhi,Low Value,01-04-2022,Mid Value,2023-07
TXN508887,CUST101130,29-06-2023,1277.21,UPI,Mobile App,Female,51,Delhi,Mid Value,25-03-2024,Low Value,2023-06
TXN508888,CUST101481,15-08-2024,2249.42,UPI,Website,Male,30,Bengaluru,Low Value,21-07-2022,Mid Value,2024-08
TXN508889,CUST100310,20-07-2024,382.9,UPI,Mobile App,Female,64,Mumbai,Mid Value,24-06-2023,Low Value,2024-07
TXN508890,CUST100411,21-11-2024,445.48,Net Banking,Mobile App,Female,46,Bengaluru,Mid Value,27-05-2024,Mid Value,2024-11
TXN508891,CUST100741,01-09-2024,6223.54,Credit Card,Website,Female,33,Bengaluru,Low Value,08-08-2023,Mid Value,2024-09
TXN508892,CUST100623,20-04-2023,4051.48,Wallet,Mobile App,Female,47,Mumbai,High Value,05-06-2023,High Value,2023-04
TXN508893,CUST100731,28-02-2024,3436.89,UPI,Mobile App,Male,49,Bengaluru,Low Value,27-04-2023,Mid Value,2024-02
TXN508894,CUST100634,26-10-2024,879.71,Debit Card,Website,Female,61,Bengaluru,Mid Value,15-09-2023,Low Value,2024-10
TXN508895,CUST100497,17-05-2024,1819.98,Credit Card,Mobile App,Female,32,Hyderabad,High Value,26-03-2024,Mid Value,2024-05
TXN508896,CUST100243,10-02-2024,1491.48,UPI,Website,Male,26,Delhi,Mid Value,11-02-2022,High Value,2024-02
TXN508897,CUST100689,28-09-2024,6883.41,Credit Card,Mobile App,Female,29,Bengaluru,Low Value,28-01-2023,Mid Value,2024-09
TXN508898,CUST100576,01-04-2023,602.7,Credit Card,Mobile App,Male,49,Mumbai,Mid Value,11-01-2023,Low Value,2023-04
TXN508899,CUST101403,21-10-2023,6472.11,Credit Card,Mobile App,Female,45,Bengaluru,High Value,08-10-2022,High Value,2023-10
TXN508900,CUST100514,28-01-2024,2699.56,UPI,Mobile App,Female,22,Chennai,Low Value,01-07-2024,High Value,2024-01
TXN508901,CUST100206,06-02-2023,1174.6,UPI,Mobile App,Female,63,Bengaluru,Mid Value,27-08-2023,High Value,2023-02
TXN508902,CUST100947,31-05-2024,681.41,Credit Card,Mobile App,Female,50,Mumbai,Low Value,02-05-2022,High Value,2024-05
TXN508903,CUST100393,23-10-2024,3115.53,Wallet,Website,Female,30,Delhi,High Value,12-03-2024,Mid Value,2024-10
TXN508904,CUST101044,12-11-2023,3808.72,Credit Card,Website,Female,48,Mumbai,Mid Value,25-06-2022,Mid Value,2023-11
TXN508905,CUST101828,21-06-2023,973.35,Credit Card,Website,Female,59,Mumbai,Low Value,07-12-2022,Low Value,2023-06
TXN508906,CUST101550,10-02-2024,414.91,UPI,Mobile App,Male,52,Mumbai,High Value,05-02-2022,High Value,2024-02
TXN508907,CUST101366,19-09-2023,1491.06,Wallet,Mobile App,Male,30,Delhi,Low Value,21-04-2023,High Value,2023-09
TXN508908,CUST100717,28-04-2024,1390.52,Debit Card,Mobile App,Female,35,Delhi,Mid Value,13-03-2024,Mid Value,2024-04
TXN508909,CUST101998,27-01-2023,2843.39,Wallet,Mobile App,Male,24,Pune,Mid Value,21-02-2023,Mid Value,2023-01
TXN508910,CUST100201,09-05-2024,7961.33,UPI,Mobile App,Female,60,Delhi,High Value,19-02-2023,High Value,2024-05
TXN508911,CUST100119,24-02-2023,1667.06,Credit Card,Mobile App,Male,54,Bengaluru,Low Value,24-08-2023,Mid Value,2023-02
TXN508912,CUST101672,06-09-2023,2894.59,UPI,Mobile App,Female,60,Hyderabad,Mid Value,11-04-2023,High Value,2023-09
TXN508913,CUST101835,30-09-2023,949.69,UPI,Website,Female,50,Pune,Mid Value,02-05-2022,Low Value,2023-09
TXN508914,CUST101830,16-09-2023,2013.5,UPI,Mobile App,Female,25,Bengaluru,High Value,06-09-2022,Mid Value,2023-09
TXN508915,CUST100388,10-07-2023,269.58,Credit Card,Mobile App,Male,36,Chennai,Mid Value,13-12-2024,Mid Value,2023-07
TXN508916,CUST101560,28-07-2024,3711.5,Debit Card,Mobile App,Male,31,Hyderabad,Mid Value,20-06-2024,High Value,2024-07
TXN508917,CUST101847,21-03-2024,928.6,UPI,Website,Female,39,Chennai,Mid Value,20-06-2024,Mid Value,2024-03
TXN508918,CUST100233,16-05-2024,200,Net Banking,Mobile App,Female,52,Delhi,High Value,13-08-2024,High Value,2024-05
TXN508919,CUST101656,07-09-2024,10258.48,UPI,Mobile App,Female,53,Bengaluru,Low Value,07-05-2023,High Value,2024-09
TXN508920,CUST100601,28-01-2024,5105.38,UPI,Mobile App,Female,62,Chennai,Mid Value,21-02-2023,Mid Value,2024-01
TXN508921,CUST101343,12-02-2024,483.87,UPI,Website,Male,34,Mumbai,Low Value,16-06-2024,Mid Value,2024-02
TXN508922,CUST100711,03-11-2024,992.87,Credit Card,Website,Female,64,Bengaluru,Low Value,17-01-2024,Low Value,2024-11
TXN508923,CUST100981,13-11-2024,6072.33,UPI,Website,Female,33,Delhi,Low Value,19-01-2023,High Value,2024-11
TXN508924,CUST101203,19-04-2023,3500.75,Net Banking,Mobile App,Female,41,Bengaluru,Low Value,01-06-2023,High Value,2023-04
TXN508925,CUST100856,13-10-2024,5211.48,Debit Card,Mobile App,Male,23,Hyderabad,Mid Value,18-03-2023,Mid Value,2024-10
TXN508926,CUST101391,27-08-2024,1818.94,Credit Card,Mobile App,Female,50,Hyderabad,High Value,11-11-2024,Mid Value,2024-08
TXN508927,CUST100075,13-04-2023,612.8,Credit Card,Mobile App,Female,54,Chennai,High Value,16-01-2022,Low Value,2023-04
TXN508928,CUST100648,14-08-2023,566.6,Credit Card,Website,Female,31,Chennai,Mid Value,06-01-2024,Mid Value,2023-08
TXN508929,CUST100649,19-12-2023,1640.88,Debit Card,Mobile App,Male,24,Bengaluru,Mid Value,07-01-2024,Mid Value,2023-12
TXN508930,CUST100495,09-06-2023,5669.45,Wallet,Mobile App,Male,59,Chennai,Low Value,16-01-2023,Low Value,2023-06
TXN508931,CUST101545,08-02-2024,2196.81,Credit Card,Mobile App,Female,53,Mumbai,High Value,31-01-2023,High Value,2024-02
TXN508932,CUST101224,07-12-2024,200,Credit Card,Mobile App,Male,47,Pune,Low Value,04-07-2023,Mid Value,2024-12
TXN508933,CUST100829,20-11-2023,1808.54,Credit Card,Website,Female,58,Pune,Low Value,26-07-2022,High Value,2023-11
TXN508934,CUST101369,25-05-2023,2062.76,Wallet,Mobile App,Female,26,Delhi,Low Value,15-04-2023,Mid Value,2023-05
TXN508935,CUST100482,09-04-2024,1916.66,Debit Card,Mobile App,Male,64,Pune,Low Value,15-11-2023,High Value,2024-04
TXN508936,CUST101242,12-05-2023,2584.25,Net Banking,Website,Male,45,Chennai,Mid Value,06-11-2024,Mid Value,2023-05
TXN508937,CUST101083,03-04-2023,764.39,Credit Card,Website,Female,58,Delhi,Low Value,05-09-2022,High Value,2023-04
TXN508938,CUST100990,30-09-2023,341.46,Debit Card,Mobile App,Female,32,Chennai,High Value,20-04-2024,High Value,2023-09
TXN508939,CUST101682,04-12-2024,3050.28,Debit Card,Mobile App,Male,39,Hyderabad,Mid Value,11-07-2024,Mid Value,2024-12
TXN508940,CUST100618,17-06-2024,480.91,Credit Card,Mobile App,Male,37,Delhi,Mid Value,19-03-2023,Mid Value,2024-06
TXN508941,CUST100549,13-07-2023,266.68,UPI,Mobile App,Male,61,Hyderabad,Mid Value,25-12-2024,High Value,2023-07
TXN508942,CUST100645,19-06-2023,979.69,Credit Card,Website,Male,33,Bengaluru,High Value,20-11-2022,Low Value,2023-06
TXN508943,CUST101934,04-04-2024,3934.24,Net Banking,Mobile App,Male,38,Mumbai,Mid Value,10-09-2024,High Value,2024-04
TXN508944,CUST101244,11-01-2023,200,Debit Card,Website,Male,28,Chennai,Low Value,14-08-2022,Mid Value,2023-01
TXN508945,CUST101838,30-06-2023,478.74,Wallet,Mobile App,Female,38,Bengaluru,Low Value,17-04-2024,Low Value,2023-06
TXN508946,CUST101964,20-08-2023,1418.67,UPI,Mobile App,Male,62,Delhi,Low Value,07-11-2022,High Value,2023-08
TXN508947,CUST100501,29-01-2023,746.2,Credit Card,Mobile App,Male,41,Hyderabad,Low Value,05-07-2023,Mid Value,2023-01
TXN508948,CUST101156,15-06-2024,2813.61,Debit Card,Website,Female,56,Bengaluru,High Value,03-11-2022,High Value,2024-06
TXN508949,CUST100845,05-01-2023,2471.99,UPI,Website,Male,24,Pune,High Value,22-09-2023,Mid Value,2023-01
TXN508950,CUST100052,29-06-2024,4066.55,UPI,Website,Male,54,Pune,Low Value,28-08-2023,Low Value,2024-06
TXN508951,CUST100449,20-05-2023,501.51,Debit Card,Mobile App,Female,33,Delhi,Mid Value,15-03-2023,Mid Value,2023-05
TXN508952,CUST100061,28-01-2023,2302.82,Debit Card,Mobile App,Male,35,Chennai,Mid Value,23-03-2023,Mid Value,2023-01
TXN508953,CUST101046,08-04-2023,3279.05,Credit Card,Website,Male,34,Delhi,Mid Value,02-05-2024,Mid Value,2023-04
TXN508954,CUST100043,19-09-2023,200,UPI,Mobile App,Female,38,Pune,High Value,02-04-2024,High Value,2023-09
